2,9
2,10
2,11
2,17
2,19
2,20
2,36
2,56
2,62
2,65
2,66
2,70
2,78
2,84
2,90
2,96
2,97
2,104
2,111
2,116
2,124
2,125
3,56
3,111
9,11
9,19
9,20
9,66
9,70
9,96
9,104
9,111
10,15
10,17
10,19
10,56
10,65
10,66
10,70
10,84
10,104
10,105
10,116
11,13
11,17
11,19
11,20
11,25
11,36
11,41
11,44
11,65
11,66
11,70
11,81
11,84
11,96
11,97
11,104
11,106
11,111
11,116
11,117
11,125
13,19
13,41
13,44
13,66
13,70
13,97
13,104
13,116
13,125
15,19
15,55
15,56
15,66
15,70
15,84
15,97
15,104
15,105
15,108
15,116
15,122
15,125
16,17
16,66
16,70
16,104
17,19
17,20
17,25
17,36
17,41
17,56
17,62
17,65
17,66
17,70
17,84
17,86
17,90
17,97
17,104
17,116
17,117
17,125
19,20
19,25
19,36
19,41
19,44
19,47
19,55
19,56
19,62
19,65
19,66
19,70
19,78
19,81
19,84
19,86
19,90
19,91
19,96
19,97
19,104
19,105
19,106
19,108
19,111
19,116
19,117
19,122
19,124
19,125
20,25
20,36
20,56
20,65
20,66
20,70
20,78
20,84
20,86
20,96
20,97
20,104
20,111
20,116
20,117
20,124
25,36
25,66
25,70
25,81
25,84
25,97
25,104
25,106
25,116
36,62
36,65
36,66
36,70
36,84
36,86
36,97
36,104
36,116
36,117
41,44
41,47
41,65
41,66
41,70
41,78
41,86
41,97
41,104
41,116
41,124
41,125
44,65
44,66
44,70
44,97
44,104
44,116
44,124
44,125
47,65
47,66
47,70
47,78
47,86
47,104
47,116
47,125
55,66
55,70
55,97
55,104
55,108
55,116
55,122
55,125
56,65
56,66
56,70
56,78
56,84
56,86
56,104
56,105
56,111
56,116
56,124
62,66
62,70
62,104
62,116
65,66
65,70
65,78
65,84
65,86
65,96
65,97
65,104
65,116
65,117
65,124
65,125
66,70
66,78
66,81
66,84
66,86
66,90
66,96
66,97
66,104
66,105
66,106
66,108
66,111
66,116
66,117
66,122
66,124
66,125
70,78
70,84
70,86
70,96
70,97
70,104
70,105
70,108
70,111
70,116
70,117
70,122
70,124
70,125
78,84
78,86
78,104
78,116
78,117
78,125
81,84
81,97
81,104
81,106
81,116
84,86
84,97
84,104
84,105
84,106
84,116
86,97
86,104
86,116
86,125
90,97
90,104
90,116
96,104
96,111
96,116
97,104
97,106
97,108
97,116
97,122
97,125
104,106
104,108
104,111
104,116
104,117
104,122
104,125
106,116
108,116
108,122
108,125
116,117
116,122
116,124
116,125
122,125
124,125
9,2
10,2
11,2
17,2
19,2
20,2
36,2
56,2
62,2
65,2
66,2
70,2
78,2
84,2
90,2
96,2
97,2
104,2
111,2
116,2
124,2
125,2
56,3
111,3
11,9
19,9
20,9
66,9
70,9
96,9
104,9
111,9
15,10
17,10
19,10
56,10
65,10
66,10
70,10
84,10
104,10
105,10
116,10
13,11
17,11
19,11
20,11
25,11
36,11
41,11
44,11
65,11
66,11
70,11
81,11
84,11
96,11
97,11
104,11
106,11
111,11
116,11
117,11
125,11
19,13
41,13
44,13
66,13
70,13
97,13
104,13
116,13
125,13
19,15
55,15
56,15
66,15
70,15
84,15
97,15
104,15
105,15
108,15
116,15
122,15
125,15
17,16
66,16
70,16
104,16
19,17
20,17
25,17
36,17
41,17
56,17
62,17
65,17
66,17
70,17
84,17
86,17
90,17
97,17
104,17
116,17
117,17
125,17
20,19
25,19
36,19
41,19
44,19
47,19
55,19
56,19
62,19
65,19
66,19
70,19
78,19
81,19
84,19
86,19
90,19
91,19
96,19
97,19
104,19
105,19
106,19
108,19
111,19
116,19
117,19
122,19
124,19
125,19
25,20
36,20
56,20
65,20
66,20
70,20
78,20
84,20
86,20
96,20
97,20
104,20
111,20
116,20
117,20
124,20
36,25
66,25
70,25
81,25
84,25
97,25
104,25
106,25
116,25
62,36
65,36
66,36
70,36
84,36
86,36
97,36
104,36
116,36
117,36
44,41
47,41
65,41
66,41
70,41
78,41
86,41
97,41
104,41
116,41
124,41
125,41
65,44
66,44
70,44
97,44
104,44
116,44
124,44
125,44
65,47
66,47
70,47
78,47
86,47
104,47
116,47
125,47
66,55
70,55
97,55
104,55
108,55
116,55
122,55
125,55
65,56
66,56
70,56
78,56
84,56
86,56
104,56
105,56
111,56
116,56
124,56
66,62
70,62
104,62
116,62
66,65
70,65
78,65
84,65
86,65
96,65
97,65
104,65
116,65
117,65
124,65
125,65
70,66
78,66
81,66
84,66
86,66
90,66
96,66
97,66
104,66
105,66
106,66
108,66
111,66
116,66
117,66
122,66
124,66
125,66
78,70
84,70
86,70
96,70
97,70
104,70
105,70
108,70
111,70
116,70
117,70
122,70
124,70
125,70
84,78
86,78
104,78
116,78
117,78
125,78
84,81
97,81
104,81
106,81
116,81
86,84
97,84
104,84
105,84
106,84
116,84
97,86
104,86
116,86
125,86
97,90
104,90
116,90
104,96
111,96
116,96
104,97
106,97
108,97
116,97
122,97
125,97
106,104
108,104
111,104
116,104
117,104
122,104
125,104
116,106
116,108
122,108
125,108
117,116
122,116
124,116
125,116
125,122
125,124
