2,15
2,19
2,20
2,32
2,44
2,58
2,66
2,70
2,78
2,81
2,86
2,87
2,89
2,91
2,96
2,97
2,105
2,106
2,111
2,116
2,124
3,10
3,56
9,20
13,105
15,19
15,20
15,32
15,44
15,55
15,58
15,66
15,70
15,78
15,81
15,86
15,87
15,89
15,91
15,97
15,105
15,106
15,111
15,116
16,88
17,65
17,70
19,20
19,32
19,44
19,58
19,62
19,66
19,70
19,78
19,81
19,86
19,87
19,89
19,91
19,97
19,105
19,106
19,111
19,116
20,32
20,44
20,56
20,58
20,66
20,70
20,78
20,81
20,86
20,87
20,89
20,91
20,97
20,105
20,106
20,111
20,116
20,124
25,66
25,81
25,106
32,35
32,44
32,58
32,66
32,70
32,78
32,81
32,86
32,87
32,89
32,91
32,97
32,105
32,106
32,111
32,116
35,44
36,74
36,78
36,84
36,97
41,125
44,58
44,66
44,70
44,78
44,81
44,86
44,87
44,89
44,91
44,96
44,97
44,105
44,106
44,111
44,116
47,74
47,78
47,87
47,89
56,111
56,124
58,62
58,66
58,70
58,78
58,81
58,84
58,86
58,87
58,89
58,91
58,97
58,105
58,106
58,111
58,116
58,117
62,70
65,86
65,116
66,70
66,78
66,81
66,86
66,87
66,89
66,91
66,97
66,105
66,106
66,111
66,116
70,78
70,81
70,86
70,87
70,89
70,91
70,97
70,105
70,106
70,111
70,116
74,78
74,87
74,89
78,81
78,86
78,87
78,89
78,91
78,97
78,105
78,106
78,111
78,116
81,86
81,87
81,89
81,91
81,97
81,105
81,106
81,111
81,116
84,97
86,87
86,89
86,91
86,97
86,105
86,106
86,111
86,116
87,89
87,91
87,97
87,105
87,106
87,111
87,116
89,91
89,97
89,105
89,106
89,111
89,116
91,97
91,105
91,106
91,111
91,116
94,122
95,105
96,97
97,105
97,106
97,111
97,116
105,106
105,111
105,116
106,111
106,116
111,116
15,2
19,2
20,2
32,2
44,2
58,2
66,2
70,2
78,2
81,2
86,2
87,2
89,2
91,2
96,2
97,2
105,2
106,2
111,2
116,2
124,2
10,3
56,3
20,9
105,13
19,15
20,15
32,15
44,15
55,15
58,15
66,15
70,15
78,15
81,15
86,15
87,15
89,15
91,15
97,15
105,15
106,15
111,15
116,15
88,16
65,17
70,17
20,19
32,19
44,19
58,19
62,19
66,19
70,19
78,19
81,19
86,19
87,19
89,19
91,19
97,19
105,19
106,19
111,19
116,19
32,20
44,20
56,20
58,20
66,20
70,20
78,20
81,20
86,20
87,20
89,20
91,20
97,20
105,20
106,20
111,20
116,20
124,20
66,25
81,25
106,25
35,32
44,32
58,32
66,32
70,32
78,32
81,32
86,32
87,32
89,32
91,32
97,32
105,32
106,32
111,32
116,32
44,35
74,36
78,36
84,36
97,36
125,41
58,44
66,44
70,44
78,44
81,44
86,44
87,44
89,44
91,44
96,44
97,44
105,44
106,44
111,44
116,44
74,47
78,47
87,47
89,47
111,56
124,56
62,58
66,58
70,58
78,58
81,58
84,58
86,58
87,58
89,58
91,58
97,58
105,58
106,58
111,58
116,58
117,58
70,62
86,65
116,65
70,66
78,66
81,66
86,66
87,66
89,66
91,66
97,66
105,66
106,66
111,66
116,66
78,70
81,70
86,70
87,70
89,70
91,70
97,70
105,70
106,70
111,70
116,70
78,74
87,74
89,74
81,78
86,78
87,78
89,78
91,78
97,78
105,78
106,78
111,78
116,78
86,81
87,81
89,81
91,81
97,81
105,81
106,81
111,81
116,81
97,84
87,86
89,86
91,86
97,86
105,86
106,86
111,86
116,86
89,87
91,87
97,87
105,87
106,87
111,87
116,87
91,89
97,89
105,89
106,89
111,89
116,89
97,91
105,91
106,91
111,91
116,91
122,94
105,95
97,96
105,97
106,97
111,97
116,97
106,105
111,105
116,105
111,106
116,106
116,111
